,article_id,Reference_paper_id,Reference _paper_doi,Reference _paper_title,Reference _paper_venue,Reference _paper_year,Intent,Is_influential
2231,10.1197/jamia.M2488,6adda34bbc31e298e1cb41e3983b9a64937cf060,10.1038/85758,University bioinformatics programs on the rise,Nature Biotechnology,2001,background,False
2232,10.1197/jamia.M2488,0ca296f73f3e47845ff92a342875ef9b7022748d,10.1055/S-0038-1634308,The micro-macro spectrum of medical informatics challenges: from molecular medicine to transforming health care in a globalizing society.,Methods of information in medicine,2002,background,False
2233,10.1197/jamia.M2488,0f5f9c8ca9f1d653e787594ab0a8e82acaa9cfc0,,Knowledge Empowering Individualised Healthcare and Well-Being,,2002,,False
2234,10.1197/jamia.M2488,4614f9cfea0ad834b2228029e954644dd1a1bd89,10.1038/417119a,Creating a bioinformatics nation,Nature,2002,background,False
2235,10.1197/jamia.M2488,53a9aeaee9b2da98a8799fc92c30de7dc3ece6ea,10.1055/S-0038-1634309,Integrating genomics into health information systems.,Methods of information in medicine,2002,background,False
2236,10.1197/jamia.M2488,41b2286038e6e86cfa624cc7bbd4fe18b037549d,10.1197/jamia.M1305,Viewpoint Paper: Bioinformatics and Medical Informatics: Collaborations on the Road to Genomic Medicine?,J. Am. Medical Informatics Assoc.,2003,background,False
2237,10.1197/jamia.M2488,cc9fa3ee6fdb8976ac3f0880bee1c8f339cd2a09,,A Framework for the Biomedical Informatics Curriculum,AMIA,2003,background,False
2238,10.1197/jamia.M2488,7792ebe6b4006a8de7f2a25174579171b97f784b,10.1016/J.JBI.2003.09.003,Synergy between medical informatics and bioinformatics: facilitating genomic medicine for future health care,J. Biomed. Informatics,2004,methodology,False
2239,10.1197/jamia.M2488,b7668dda645946dbca5ff9e2bc43c6b175b54b4b,10.1197/JAMIA.M1520,"White Paper: Training the Next Generation of Informaticians: The Impact of ""BISTI"" and Bioinformatics - A Report from the American College of Medical Informatics",J. Am. Medical Informatics Assoc.,2004,background,True
2240,10.1197/jamia.M2488,ee26744233eb74ba7f5996d9d80907dbad30dcec,10.3233/978-1-60750-949-3-94,Contextual Annotation of Web Pages for Interactive Browsing,MedInfo,2004,methodology,False
2241,10.1197/jamia.M2488,b9cf2a54f1c3c3fd237375ca0166ec6cb2bf4ba5,10.3233/978-1-58603-647-8-893,The INFOBIOMED Network of Excellence: Facilitating Training and Mobility in Biomedical Informatics in Europe,MIE,2006,,False
2242,10.1197/jamia.M2488,42c6d39dfe1af7c42046ecb066b693d9d4f08320,10.1016/J.JBI.2006.02.006,An information technology emphasis in biomedical informatics education,J. Biomed. Informatics,2007,background,False
2243,10.1197/jamia.M2488,4e201c7ed9ac37f1aa03e95d14ab30b734914991,10.1016/J.JBI.2006.02.005,Biomedical informatics training at Stanford in the 21st century,J. Biomed. Informatics,2007,methodology,False
2244,10.1197/jamia.M2488,600ebb6b03ccc0de087a35684cdda91d08b388d7,10.1016/J.JBI.2006.02.011,Bridging the gap between biological and clinical informatics in a graduate training program,J. Biomed. Informatics,2007,background,False
2245,10.1197/jamia.M2488,afed496317c13fdaa0a9b07c5749f3d15d04b1f8,10.1055/S-0038-1628138,The full spectrum of biomedical informatics education at Oregon Health & Science University.,Methods of information in medicine,2007,background,True
2246,10.1197/jamia.M2488,c7046811baec77623636514c98daf59a48f09d09,10.1016/J.JBI.2006.02.008,An interdepartmental Ph.D. program in computational biology and bioinformatics: The Yale perspective,J. Biomed. Informatics,2007,,False
2247,10.1038/bdj.2008.150,7717fb014261b44734acf41715dddcbc011397c3,10.1126/SCIENCE.130.3366.9,"Reasoning foundations of medical diagnosis; symbolic logic, probability, and value theory aid our understanding of how physicians reason.",Science,1959,,False
2248,10.1038/bdj.2008.150,9e896e46431f77d8597312c11d8cc0debf732ba9,10.1055/S-0038-1636044,The computer medical record in health screening.,Methods of information in medicine,1971,,False
2249,10.1038/bdj.2008.150,e6b8aaf84f17ec08ee84788ff1d6bdca943277fe,10.1038/SCIENTIFICAMERICAN1081-54,The patient record in epidemiology.,Scientific American,1981,,False
2250,10.1038/bdj.2008.150,43f4674bded8f35df66c3a6db9ca388735718872,10.1353/pbm.1986.0087,"Fish Oil, Raynaud's Syndrome, and Undiscovered Public Knowledge",Perspectives in biology and medicine,1986,,False
2251,10.1038/bdj.2008.150,a0323f44dd94cd0749a62512e2e8c7dc964f12ed,10.1097/00004669-198805000-00010,Pulmonary Consult: Concept To Application Of An Expert System,,1988,,False
2252,10.1038/bdj.2008.150,c75483d4fc06d7e8b4aeb736d7785c79692d9a55,10.1353/pbm.1988.0009,Migraine and Magnesium: Eleven Neglected Connections,Perspectives in biology and medicine,1988,,False
2253,10.1038/bdj.2008.150,da8c4612330483c9656f7739bacd4dc73252bf73,10.3109/00313029309068898,Peirs: A pathologist‐maintained expert system for the interpretation of chemical pathology reports,Pathology,1993,methodology,False
2254,10.1038/bdj.2008.150,41343606bb9440f6208085fa6dd8cda015e740f3,10.1016/S0004-3702(97)00008-8,An Interactive System for Finding Complementary Literatures: A Stimulus to Scientific Discovery,Artif. Intell.,1997,,False
2255,10.1038/bdj.2008.150,6bdfe3aaaaf5d363af4fcb59cb3e54bc38801871,10.1001/JAMA.280.15.1311,Effect of computerized physician order entry and a team intervention on prevention of serious medication errors.,JAMA,1998,,False
2256,10.1038/bdj.2008.150,6c061d8018b91de0940e1023b7989519306f924e,10.1001/JAMA.280.15.1339,Effects of computer-based clinical decision support systems on physician performance and patient outcomes: a systematic review.,JAMA,1998,,False
2257,10.1038/bdj.2008.150,fd960006b0469f0a8d4beea97efb0b9f2b74784f,10.1055/S-0038-1637913,Reasoning Foundations of Medical Diagnosis Revisited. (Reflections on R.S. Ledley's paper: Reasoning Foundations of Medical Diagnosis).,Yearbook of medical informatics,1999,,False
2258,10.1038/bdj.2008.150,7119bf48c223cdff6cbf58f9dba4aff61e84bb5e,10.1136/jamia.2001.0080527,White Paper: Clinical Decision Support Systems for the Practice of Evidence-based Medicine,J. Am. Medical Informatics Assoc.,2001,methodology,False
2259,10.1038/bdj.2008.150,92340e1aa28c4eef884d62be895be7d226450ffc,10.1016/S1386-5056(01)00183-6,Evaluating informatics applications - clinical decision support systems literature review,Int. J. Medical Informatics,2001,,False
2260,10.1038/bdj.2008.150,2c12df37241f50b53ed286ff9506ee1e38672ba8,10.1308/135576102322481965,NHS Dentistry: Options for Change,,2002,,False
2261,10.1038/bdj.2008.150,e600d1928d989032c8a6e452f8b026c6ba026e5f,10.1197/AEMJ.9.11.1168,The effect of computer-assisted prescription writing on emergency department prescription errors.,Academic emergency medicine : official journal of the Society for Academic Emergency Medicine,2002,,False
2262,10.1038/bdj.2008.150,9a670fb65db54d986c208a71e499c19dca7ccb26,10.1038/bdj.2007.1185,A description of the new technologies used in transforming dental education,BDJ,2008,,False
2263,10.1111/j.1600-0579.2007.00483.x,d8f9a345a9f18a1d511677b3ee58e24d9a97cf65,10.3109/01421598609036839,Editorial–2: Computer assisted learning,,1986,,False
2264,10.1111/j.1600-0579.2007.00483.x,bfb24afa187d9e1a06990f47a00f3d225fc2af20,,Development of standards for the design of educational software. Standards Committee for Dental Informatics.,Quintessence international,1999,,False
2265,10.1111/j.1600-0579.2007.00483.x,3c54695422e4d6f0a76850887c58ffc5d82f6365,10.4135/9781483387765.n6,"Digital Natives, Digital Immigrants",,2001,methodology background,True
2266,10.1111/j.1600-0579.2007.00483.x,85c053bc6974785bef35b1048c610661e6c987b7,10.1034/J.1600-0579.2001.005002067.X,Distance learning in academic health education.,European journal of dental education : official journal of the Association for Dental Education in Europe,2001,,False
2267,10.1111/j.1600-0579.2007.00483.x,d02166436b47816098914a86c556b6ced0eac9f6,10.1034/J.1600-0579.2001.050301.X,Computer assisted learning. A review.,European journal of dental education : official journal of the Association for Dental Education in Europe,2001,,False
2268,10.1111/j.1600-0579.2007.00483.x,461b1af61f49206d1b75bec4a2c160620a5b2773,10.1034/J.1600-0579.6.S3.19.X,4.3 Towards a global superstore of quality-assured modularized learning programmes.,European journal of dental education : official journal of the Association for Dental Education in Europe,2002,,False
2269,10.1111/j.1600-0579.2007.00483.x,52161cea9bf681b455fe01b82bbc975fb00f4e86,10.1034/J.1600-0579.6.S3.17.X,4.1 Web-based interactive learning programmes.,European journal of dental education : official journal of the Association for Dental Education in Europe,2002,background,False
2270,10.1111/j.1600-0579.2007.00483.x,efe5f0f64fbc95eb04eef2f2cb3adbbb5633b544,10.1034/J.1600-0579.2002.00251.X,Information and communication technology among undergraduate dental students in Finland.,European journal of dental education : official journal of the Association for Dental Education in Europe,2002,background,False
2271,10.1111/j.1600-0579.2007.00483.x,1346692adfe0dff62380fc30d76fe7eb77c64512,10.1002/J.0022-0337.2003.67.5.TB03654.X,"The effectiveness of computer-aided, self-instructional programs in dental education: a systematic review of the literature.",Journal of dental education,2003,background,False
2272,10.1111/j.1600-0579.2007.00483.x,6539cab6276944233455ace1a9d7e0026a03df97,10.1002/J.0022-0337.2003.67.11.TB03710.X,Dental informatics: an emerging biomedical informatics discipline.,,2003,,False
2273,10.1111/j.1600-0579.2007.00483.x,7ff6e7cd46ebe4f5cad5270ccb89b488901f65b3,10.1038/SJ.BDJ.4809926,Distance learning materials for dentists – a users guide to quality,British Dental Journal,2003,background,False
2274,10.1111/j.1600-0579.2007.00483.x,c77d5bf2d8c90bb6ae47914dedbfeacf8c345bba,10.1034/J.1600-0579.2003.00268.X,The use of the Internet within a dental school.,European journal of dental education : official journal of the Association for Dental Education in Europe,2003,background,False
2275,10.1111/j.1600-0579.2007.00483.x,d91f5f55a27e97a33173e35a35b42faa272082ee,10.1046/j.1365-2923.2004.01788.x,The interactive examination: assessing students' self‐assessment ability,Medical education,2004,methodology,False
2276,10.1111/j.1600-0579.2007.00483.x,e1b6d288aed6a87a81fb9a0a4d11e08489145212,10.1038/sj.bdj.4811179,The attitudes of undergraduate students and staff to the use of electronic learning,British Dental Journal,2004,,False
2277,10.1111/j.1600-0579.2007.00483.x,21abedb114b0cd8bdd1fd9fcd7ba7d6cd3ff0c4e,10.1002/J.0022-0337.2005.69.3.TB03927.X,Use of information and communication technology among dental students at the University of Jordan.,Journal of dental education,2005,background,False
2278,10.1111/j.1600-0579.2007.00483.x,4513ca9c6fafe818997ed1bbbe3c4cd024804102,10.1002/j.0022-0337.2005.69.4.tb03935.x,Use of the Internet among dental students in Turkey.,Journal of dental education,2005,background,False
2279,10.1111/j.1600-0579.2007.00483.x,849baf352f526aaf70f0c1200722fed601090050,,Educating the Net Generation,,2005,,False
2280,10.1111/j.1600-0579.2007.00483.x,ff720cbbca7f4e09c0bc9ffc6f0ce823d093d394,10.1111/J.1600-0579.2004.00358.X,A comparative evaluation of computer literacy amongst dental educators and students.,European journal of dental education : official journal of the Association for Dental Education in Europe,2005,background,False
2281,10.1111/j.1600-0579.2007.00483.x,aa5fb10d6ac645291eb2a054104d0d175f37e126,10.1080/01421590600878184,The interactive examination in a comprehensive oral care clinic: a three-year follow up of students’ self-assessment ability,Medical teacher,2006,methodology,False
2282,10.1111/j.1600-0579.2007.00483.x,c6eeb8ae1fd7f12be2fecdce2c073f22f33c5bf8,10.1111/J.1600-0579.2006.00412.X,Internet and information technology use by dental students in Chile.,European journal of dental education : official journal of the Association for Dental Education in Europe,2006,,False
2283,10.1111/j.1600-0579.2007.00483.x,c787667d4f3214f38d708de8045a05a754ba826c,10.1111/J.1601-5037.2007.00248.X,The Internet and the oral healthcare professionals: potential and challenges of a new era.,International journal of dental hygiene,2007,,False
2284,10.1038/bdj.2008.193,7717fb014261b44734acf41715dddcbc011397c3,10.1126/SCIENCE.130.3366.9,"Reasoning foundations of medical diagnosis; symbolic logic, probability, and value theory aid our understanding of how physicians reason.",Science,1959,,False
2285,10.1038/bdj.2008.193,c75483d4fc06d7e8b4aeb736d7785c79692d9a55,10.1353/pbm.1988.0009,Migraine and Magnesium: Eleven Neglected Connections,Perspectives in biology and medicine,1988,,False
2286,10.1038/bdj.2008.193,6b875b41d91ada06b87ceebba0724974bfe2660a,10.1136/jamia.1995.95202550,Where's the Science in Medical Informatics?,J. Am. Medical Informatics Assoc.,1995,,False
2287,10.1038/bdj.2008.193,d6b4bcd315cf349c07ba2007021a49afae384efb,10.1038/SJ.DMFR.4600411,Decision-support systems in dentistry.,Journal of dental education,1996,,False
2288,10.1038/bdj.2008.193,5ff16b296d3480e6dd8fec1d3b52bedb6e5d420d,10.1002/J.0022-0337.1996.60.1.TB03011.X,Decision support systems in dentistry.,Dento maxillo facial radiology,1999,,False
2289,10.1038/bdj.2008.193,fd960006b0469f0a8d4beea97efb0b9f2b74784f,10.1055/S-0038-1637913,Reasoning Foundations of Medical Diagnosis Revisited. (Reflections on R.S. Ledley's paper: Reasoning Foundations of Medical Diagnosis).,Yearbook of medical informatics,1999,,False
2290,10.1038/bdj.2008.193,2944b64c5c9e09a3698ff4e0843ef50b97fefaf4,10.2214/AJR.174.3.1740617,"Continuous speech recognition in MR imaging reporting: advantages, disadvantages, and impact.",AJR. American journal of roentgenology,2000,,False
2291,10.1038/bdj.2008.193,a38e01349f814cfc3f6a77366ab763b6ccf802dd,10.1136/bmj.322.7299.1378,The new NHS information technology strategy,BMJ : British Medical Journal,2001,,False
2292,10.1038/bdj.2008.193,2c12df37241f50b53ed286ff9506ee1e38672ba8,10.1308/135576102322481965,NHS Dentistry: Options for Change,,2002,,False
2293,10.1038/bdj.2008.193,38493059ad892d21ad110afb58292a5620101fcb,10.5005/JCDP-3-1-43,Capabilities of computerized clinical decision support systems: the implications for the practicing dental professional.,The journal of contemporary dental practice,2002,,False
2294,10.1038/bdj.2008.193,53a9aeaee9b2da98a8799fc92c30de7dc3ece6ea,10.1055/S-0038-1634309,Integrating genomics into health information systems.,Methods of information in medicine,2002,,False
2295,10.1038/bdj.2008.193,6160bbc50dc7124f7858bc7128120cef7987964c,10.1055/S-0038-1634306,"Medical informatics: between science and engineering, between academia and industry.",Methods of information in medicine,2002,,False
2296,10.1038/bdj.2008.193,803f43cdf4c3dccf782797f88ec76f2ff5c80574,10.1055/S-0038-1634312,"Theory, abstraction and design in medical informatics.",Methods of information in medicine,2002,,False
2297,10.1038/bdj.2008.193,28c7072716c1ad4f2456deab0893940dc62ff159,10.1177/154407370301700103,Dental Informatics: An Emerging Biomedical Informatics Discipline,Journal of dental education,2003,,False
2298,10.1197/jamia.M2335,75e1f88f41b502d421be2a66531184225380fcf7,,Clark's clinical dentistry,,1991,,False
2299,10.1197/jamia.M2335,3a83f12fd24a1110db73c2deca71298c392e7758,,Selection and use of dental records among general practitioners.,,1993,,False
2300,10.1197/jamia.M2335,643bc18af8a8fabfa5f16a9d957542e3ed93278f,,Selection and use of dental records among general practitioners.,General dentistry,1993,methodology background,False
2301,10.1197/jamia.M2335,b6b32505649f1d71bf7fe9bfd1ce94d89ffa6dee,10.14219/JADA.ARCHIVE.1993.0166,The patient's health history form: how healthy is it?,Journal of the American Dental Association,1993,background,False
2302,10.1197/jamia.M2335,504fb6678529b1d832499ef35c375a050c01140f,,A case for diagnoses.,The Journal of the American College of Dentists,1997,background,False
2303,10.1197/jamia.M2335,fbe506ff8d053b09f6d3caf5b55f915385fc90b1,,From paper to computer screen: Human information processing and interfaces to patient data.,,1997,background,True
2304,10.1197/jamia.M2335,ce5a49c26c74db48ff8b9a114b9f42b043ce40c4,,Evaluation of a computer-generated discharge summary for patients with acute coronary syndromes.,The British journal of general practice : the journal of the Royal College of General Practitioners,1998,background,False
2305,10.1197/jamia.M2335,3b552503157195ccdea4092341a54b6b45bdc075,,Dental Charting: A Standard Approach,,1999,,False
2306,10.1197/jamia.M2335,3edf72ad92cca21c9e91a118d2297fd4810d129f,10.1111/J.1752-7325.1999.TB03266.X,A system of diagnostic codes for dental health care.,Journal of public health dentistry,1999,,False
2307,10.1197/jamia.M2335,5b2b01782920ad02709b79177f5f5074c85d1052,10.1136/jamia.1999.0060245,"Research Paper: Use of Computer-based Records, Completeness of Documentation, and Appropriateness of Documented Clinical Decisions",J. Am. Medical Informatics Assoc.,1999,,False
2308,10.1197/jamia.M2335,6a6b72ab520d04d1ce16560c191e7256443012d1,,Automating clinical documentation in dentistry: case study of a clinical integration model.,Journal of healthcare information management : JHIM,1999,,False
2309,10.1197/jamia.M2335,13a6ad51ffac44c5a012e9185f17230f2e6fb49d,,Dental office management,,2000,,False
2310,10.1197/jamia.M2335,e9477039c14e4363889ef34c6035c95fc82ad5c5,,Adequacy of dental records in clinical practice: a survey of dentists.,Journal of dental hygiene : JDH,2000,methodology background,False
2311,10.1197/jamia.M2335,3751c487586a912ad27b428142f0eff427daa42a,10.1016/S1386-5056(01)00152-6,Concordance of information in parallel electronic and paper based patient records,Int. J. Medical Informatics,2001,,False
2312,10.1197/jamia.M2335,b808654d714ad923f3786c16879cab89584af465,10.1038/sj.bdj.4801201,Quality assurance: Quality evaluation of clinical records of a group of general dental practitioners entering a quality assurance programm,British Dental Journal,2001,background,False
2313,10.1197/jamia.M2335,cd5871efc4c386a24341ad421b06449f3157cd50,10.1016/b978-0-323-03697-9.x5001-7,Treatment Planning in Dentistry,,2001,,False
2314,10.1197/jamia.M2335,eafa632832ab3f7e777919f5267a39b37d6dc869,10.1007/s004230100240,The surgical discharge summary: a lack of substantial clinical information may affect the postop treatment of rectal cancer patients,Langenbeck's Archives of Surgery,2001,background,False
2315,10.1197/jamia.M2335,92fbe0f4de48d060be1d15242e53808591ede223,10.1016/s0011-8532(02)00016-2,Dental informatics.,Dental clinics of North America,2002,background,False
2316,10.1197/jamia.M2335,db7e48fe6b805a273cce406208db23c125b58c4e,10.1034/J.1600-0579.6.S3.18.X,4.2 Clinical records and global diagnostic codes.,European journal of dental education : official journal of the Association for Dental Education in Europe,2002,,False
2317,10.1197/jamia.M2335,df95cf217244d03f5eaf0b030abd409db3b4f2aa,10.1002/J.0022-0337.2002.66.5.TB03542.X,Electronic patient records for dental school clinics: more than paperless systems.,Journal of dental education,2002,,False
2318,10.1197/jamia.M2335,2497c3ee2fe2a0c94d2b88e10b44bf83dd2bc920,,Use and Adoption of Computer-b a s e d Patient Records,,2003,,False
2319,10.1197/jamia.M2335,58683738220f0d530fe6f7b45394b271e7cfea17,10.1197/jamia.M1290,Viewpoint Paper: Comparing Paper-based with Electronic Patient Records: Lessons Learned during a Study on Diagnosis and Procedure Codes,J. Am. Medical Informatics Assoc.,2003,,False
2320,10.1197/jamia.M2335,5f61a83d038ce515f9418a145519fc9941ec4822,10.1197/jamia.M1471,Viewpoint Paper: Some Unintended Consequences of Information Technology in Health Care: The Nature of Patient Care Information System-related Errors,J. Am. Medical Informatics Assoc.,2003,background,True
2321,10.1197/jamia.M2335,c564b060d0f0409ce02ed6c74f4d3f9d70e5dc50,,"Use of computerized clinical support systems in medical settings: United States, 2001-03.",Advance data,2005,,False
2322,10.1197/jamia.M2335,c1a2eee23eef31f5678a5622a18cfa46fcc488b2,10.1377/HLTHAFF.25.W496,How common are electronic health records in the United States? A summary of the evidence.,Health affairs,2006,background,False
2323,10.1197/jamia.M2335,d868ac9da4a91fc6ec9663fd34340ed46898c731,,Standards in Dentistry,,2006,background,False
2324,10.1197/jamia.M2335,e43fd626978e9df9280d589149efbe6865ead5fe,10.1197/jamia.M1990,Research Paper: Clinical Computing in General Dentistry,J. Am. Medical Informatics Assoc.,2006,methodology background,False
2325,10.1197/jamia.M2335,edced2e4854413cd5731f1a0e77b3a4ff1e989ca,10.1542/peds.2004-2741,Paper Versus Computer: Feasibility of an Electronic Medical Record in General Pediatrics,Pediatrics,2006,,False
2326,10.1197/jamia.M2335,7913b9d4b197c95151bc41ded9b9e4ac186072c7,10.14219/JADA.ARCHIVE.2007.0138,Heuristic evaluation of clinical functions in four practice management systems: a pilot study.,Journal of the American Dental Association,2007,,False
2327,10.1197/jamia.M2335,c95378ff23462fdb388a1f949ee67ab9c3361da6,10.1016/S0084-4071(08)70004-6,Types of Unintended Consequences Related to Computerized Provider Order Entry,,2007,,False
2328,10.1197/jamia.M2335,d98eb902dc00531ac8fe5c5bfa254d0498c919f3,,"Clinical companion study guide for Mosby's dental hygiene : concepts, cases and competencies",,2008,,False
2329,10.1007/s10916-006-9013-4,4959cb2506f0bebf9e9156bb43edd42941541ad5,10.1201/b17411-9,"Imaging Systems: What, When, How.",,1992,background,False
2330,10.1007/s10916-006-9013-4,3cb6369c5564d2d4244b17b02a92913d741ef736,10.1109/ICIP.1997.647976,NeTra: a toolbox for navigating large image databases,Proceedings of International Conference on Image Processing,1997,,False
2331,10.1007/s10916-006-9013-4,45ce9d12be58f15f5a1ff3325a67d57f1f04732e,10.1145/253769.253798,Visual information retrieval,CACM,1997,,False
2332,10.1007/s10916-006-9013-4,51a7dbb6c796ee582f7c563deac874b254105c99,10.1002/j.0022-0337.1997.61.8.tb03148.x,Geriatric patient simulations for dental hygiene.,Journal of dental education,1997,background,False
2333,10.1007/s10916-006-9013-4,d39e930e5723182574b0089e219a4f69890a7ddf,10.1007/3-540-48762-X_63,Blobworld: A System for Region-Based Image Indexing and Retrieval,VISUAL,1999,,False
2334,10.1007/s10916-006-9013-4,6433d0ce3f6284d344143c1509e594bdf05fea17,10.3322/canjclin.51.1.15,"Cancer Statistics, 2001",CA: a cancer journal for clinicians,2001,,False
2335,10.1007/s10916-006-9013-4,e85e3f1c6018780dc1da2bc2c6d0dfbe4336f885,10.14219/JADA.ARCHIVE.2001.0387,Perform a death-defying act. The 90-second oral cancer examination.,Journal of the American Dental Association,2001,background,False
2336,10.1007/s10916-006-9013-4,8c78197ad939999ef23c8f8670c8f3501e8ed2d9,,Oral and pharyngeal cancer: knowledge and opinions of dentists in British Columbia and Nova Scotia.,Journal,2002,background,False
2337,10.1007/s10916-006-9013-4,992a9cd2cc966dd6779e86ae90f5943f2ae859c1,,Oral and pharyngeal cancer: practices and opinions of dentists in British Columbia and Nova Scotia.,Journal,2002,background,False
2338,10.1007/s10916-006-9013-4,fa75c54d1ef75c5a9126a7c06e754a1afa910870,10.1177/154407370301700106,A Preliminary Analysis of the Dental Informatics Literature,Advances in dental research,2003,background,False
2339,10.1007/s10916-006-9013-4,3ce69aa63d6d2de24eef8819ece23cca2bc41cbd,10.1007/BF00123143,Photobook: Content-based manipulation of image databases,International Journal of Computer Vision,1996,,False
2340,10.1007/s10916-006-9013-4,b26c24a81ad3780b91eab45d3892b30e061a1c03,10.1007/BF00962238,Efficient and effective Querying by Image Content,Journal of Intelligent Information Systems,1994,,False
2341,10.1016/J.AJODO.2005.04.017,f6418e8be279fe4fbbcfd4849f1f022a34c5026d,10.1016/0140-6736(90)90941-W,MEDICAL INFORMATICS,The Lancet,1990,,False
2342,10.1016/J.AJODO.2005.04.017,011ae2694014860cef62c681e788e76cc6e5ef74,10.1067/MOD.2002.126147,In search of anatomic truth: 3-dimensional digital modeling and the future of orthodontics.,"American journal of orthodontics and dentofacial orthopedics : official publication of the American Association of Orthodontists, its constituent societies, and the American Board of Orthodontics",2002,,False
2343,10.1016/J.AJODO.2005.04.017,abb9f4c763d5d5f1d84f53079d6f446a58177ca1,,Medical informatics: computer applications in health care and biomedicine (Health informatics),,2003,,False
2344,10.14219/JADA.ARCHIVE.2004.0120,37c6775b07064f2564cb65be7b5e98e36e480aac,10.14219/JADA.ARCHIVE.1985.0050,Dental research at the National Bureau of Standards: how it changed the practice of dental health service.,Journal of the American Dental Association,1985,,False
2345,10.14219/JADA.ARCHIVE.2004.0120,785ced0edd1044bc24477279c33c0f92e58d7f82,10.7326/0003-4819-117-11-976_1,The Computer-Based Patient Record: An Essential Technology for Health Care,,1991,,False
2346,10.14219/JADA.ARCHIVE.2004.0120,44cfe2a8e902e37457014f94482f9d782a649f99,10.1002/J.0022-0337.1995.59.1.TB02920.X,"Variation, treatment outcomes, and practice guidelines in dental practice.",Journal of dental education,1995,,False
2347,10.14219/JADA.ARCHIVE.2004.0120,cbdb2ff7f22a86614485886e9e93bfc0f6fbcf9c,10.1111/J.1752-7325.1995.TB02364.X,Variation in dentists' clinical decisions.,Journal of public health dentistry,1995,,False
2348,10.14219/JADA.ARCHIVE.2004.0120,8aeb617b92aa08691a7d8ff705dfe7c06743a630,10.1111/J.1600-0528.1996.TB00824.X,"Dentists' variability in restorative decisions, microscopic and radiographic caries depth.",Community dentistry and oral epidemiology,1996,,False
2349,10.14219/JADA.ARCHIVE.2004.0120,f915f112ebc26b976f66fb672066d77f5bd9a53f,10.1136/JAMIA.1996.96310636,The content coverage of clinical classifications. For The Computer-Based Patient Record Institute's Work Group on Codes & Structures.,Journal of the American Medical Informatics Association : JAMIA,1996,,False
2350,10.14219/JADA.ARCHIVE.2004.0120,8cda1fdf942a5f129a9ac2f188540bdcb9aa9d5c,10.1136/JAMIA.1997.0040364,"Research Paper: A Randomized Trial of ""Corollary Orders"" to Prevent Errors of Omission",J. Am. Medical Informatics Assoc.,1997,,False
2351,10.14219/JADA.ARCHIVE.2004.0120,8d0c3a508ee2a833095c69e215f21c9308c1daa3,10.1136/jamia.1997.0040484,Research Paper: Evaluating the Coverage of Controlled Health Data Terminologies: Report on the Results of the NLM/AHCPR Large Scale Vocabulary Test,J. Am. Medical Informatics Assoc.,1997,,False
2352,10.14219/JADA.ARCHIVE.2004.0120,22465c47f82d7e6cb29ad2262c4d7325796e5748,,Support of quality and business goals by an ambulatory automated medical record system in Kaiser Permanente of Ohio.,,1998,,False
2353,10.14219/JADA.ARCHIVE.2004.0120,63005b0cb33e28f2a78ccc76aab35978e847e278,10.1056/NEJM199801223380406,A computer-assisted management program for antibiotics and other antiinfective agents.,The New England journal of medicine,1998,,False
2354,10.14219/JADA.ARCHIVE.2004.0120,6c061d8018b91de0940e1023b7989519306f924e,10.1001/JAMA.280.15.1339,Effects of computer-based clinical decision support systems on physician performance and patient outcomes: a systematic review.,JAMA,1998,,False
2355,10.14219/JADA.ARCHIVE.2004.0120,c918f3259b04c263cbe0c8986ede68a21a71eae9,10.1136/jamia.1998.0050076,Case Report: Evaluation of the Unified Medical Language System as a Medical Knowledge Source,J. Am. Medical Informatics Assoc.,1998,,False
2356,10.14219/JADA.ARCHIVE.2004.0120,b3a577a7af3b85ca66950386c51e007a9ee53703,10.12968/BJHC.2000.6.9.19311,Book ReviewTo Err is Human: building a safer health system Kohn L T Corrigan J M Donaldson M S Washington DC USA: Institute of Medicine/National Academy Press ISBN 0 309 06837 1 $34.95,,2000,,False
2357,10.14219/JADA.ARCHIVE.2004.0120,bf75665a2cc1f3c4326964be0d82825f7b8132ce,10.1001/ARCHINTE.160.3.301,Improving preventive care by prompting physicians.,Archives of internal medicine,2000,,False
2358,10.14219/JADA.ARCHIVE.2004.0120,d98c9181996d06fe9e91389c1a0385b7e2575762,10.1177/009127000004001001,American College of Clinical Pharmacology Response to the Institute of Medicine Report “To Err Is Human: Building a Safer Health System”,Journal of clinical pharmacology,2000,,False
2359,10.14219/JADA.ARCHIVE.2004.0120,3cf76f1ef4cf1501675715f17d0c4df6338c87ec,10.1136/jamia.2001.0080235,White Paper: Toward an Informatics Research Agenda: Key People and Organizational Issues,J. Am. Medical Informatics Assoc.,2001,,False
2360,10.14219/JADA.ARCHIVE.2004.0120,454f3b6deb67b4901c18d33b9d5647927a8a4d78,10.1136/JAMIA.2001.0080235,Toward an Informatics Research Agenda,,2001,,False
2361,10.14219/JADA.ARCHIVE.2004.0120,517ab7e1af39ca4113b561471f10dbca59ff216f,10.1002/j.1930-7837.2001.tb03601.x,Trends in Dentistry and Dental Education,Journal of Dental Education,2001,,False
2362,10.14219/JADA.ARCHIVE.2004.0120,79a2d528a477bd92af735fb5bfeaadd6714a9ec7,,Making a Powerful Connection: The Health of the Public and the National Information Infrastructure,,2002,,False
